,Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
17317,09/04/2024,CHI at Temple Street,4.0,,4.0,,4.0,,,HSE Dublin and Midlands
17318,09/04/2024,MRH Mullingar,3.0,0.0,3.0,15.0,2.0,,,HSE Dublin and Midlands
17319,09/04/2024,MRH Portlaoise,1.0,0.0,1.0,0.0,6.0,,,HSE Dublin and Midlands
17320,09/04/2024,MRH Tullamore,0.0,0.0,0.0,17.0,5.0,,,HSE Dublin and Midlands
17321,09/04/2024,Naas General Hospital,23.0,3.0,26.0,14.0,12.0,4.0,1,HSE Dublin and Midlands
17322,09/04/2024,St. James's Hospital,35.0,0.0,35.0,43.0,22.0,4.0,,HSE Dublin and Midlands
17323,09/04/2024,St. Luke's Radiation Oncology Network,,,,,1.0,,,HSE Dublin and Midlands
17324,09/04/2024,Tallaght University Hospital,19.0,15.0,34.0,35.0,12.0,9.0,,HSE Dublin and Midlands
17326,09/04/2024,National Rehabilitation Hospital,,,,,10.0,,,HSE Dublin and South East
17327,09/04/2024,St. Columcille's Hospital,,,,,6.0,,,HSE Dublin and South East
17328,09/04/2024,St Luke's General Hospital Kilkenny,7.0,4.0,11.0,48.0,11.0,3.0,,HSE Dublin and South East
17329,09/04/2024,St. Michael's Hospital,,,,,4.0,,,HSE Dublin and South East
17330,09/04/2024,St. Vincent's University Hospital,27.0,0.0,27.0,61.0,19.0,4.0,1,HSE Dublin and South East
17331,09/04/2024,Tipperary University Hospital,13.0,0.0,13.0,10.0,15.0,9.0,,HSE Dublin and South East
17332,09/04/2024,UH Waterford,0.0,0.0,0.0,7.0,18.0,,,HSE Dublin and South East
17333,09/04/2024,Wexford General Hospital,10.0,7.0,17.0,31.0,10.0,5.0,2,HSE Dublin and South East
17335,09/04/2024,Bantry General Hospital,,,,,7.0,,,HSE South West
17336,09/04/2024,Cork University Hospital,31.0,16.0,47.0,23.0,26.0,11.0,4,HSE South West
17337,09/04/2024,Mallow General Hospital,,,,,1.0,,,HSE South West
17338,09/04/2024,Mercy University Hospital,17.0,0.0,17.0,8.0,4.0,3.0,,HSE South West
17339,09/04/2024,South Infirmary Victoria University Hospital,,,,,3.0,,,HSE South West
17340,09/04/2024,UH Kerry,17.0,7.0,24.0,10.0,23.0,3.0,,HSE South West
17342,09/04/2024,Ennis Hospital,,,,,1.0,,,HSE Mid West
17343,09/04/2024,Nenagh Hospital,,,,,1.0,,,HSE Mid West
17344,09/04/2024,St. John's Hospital Limerick,,,,,4.0,,,HSE Mid West
17345,09/04/2024,UH Limerick,26.0,38.0,64.0,41.0,11.0,10.0,3,HSE Mid West
17347,09/04/2024,Galway University Hospital,38.0,17.0,55.0,21.0,29.0,16.0,,HSE West and North West
17348,09/04/2024,Letterkenny University Hospital,12.0,7.0,19.0,16.0,21.0,4.0,,HSE West and North West
17349,09/04/2024,Mayo University Hospital,7.0,11.0,18.0,12.0,9.0,5.0,,HSE West and North West
17350,09/04/2024,Portiuncula University Hospital,2.0,0.0,2.0,8.0,5.0,,,HSE West and North West
17351,09/04/2024,Roscommon University Hospital,,,,,4.0,,,HSE West and North West
17352,09/04/2024,Sligo University Hospital,0.0,13.0,13.0,12.0,27.0,1.0,,HSE West and North West
17355,10/04/2024,Beaumont Hospital,0.0,0.0,0.0,0.0,12.0,,,HSE Dublin and North East
17356,10/04/2024,Cavan General Hospital,9.0,0.0,9.0,11.0,2.0,,,HSE Dublin and North East
17357,10/04/2024,Connolly Hospital,5.0,0.0,5.0,17.0,6.0,,,HSE Dublin and North East
17358,10/04/2024,Louth County Hospital,,,,,0.0,,,HSE Dublin and North East
17359,10/04/2024,Mater Misericordiae University Hospital,35.0,0.0,35.0,6.0,15.0,1.0,1,HSE Dublin and North East
17360,10/04/2024,National Orthopaedic Hospital Cappagh,,,,,2.0,,,HSE Dublin and North East
17361,10/04/2024,Our Lady of Lourdes Hospital,14.0,0.0,14.0,24.0,1.0,,,HSE Dublin and North East
17362,10/04/2024,Our Lady's Hospital Navan,1.0,0.0,1.0,8.0,1.0,,,HSE Dublin and North East
17364,10/04/2024,CHI at Crumlin,2.0,,2.0,,3.0,,,HSE Dublin and Midlands
17365,10/04/2024,CHI at Tallaght,5.0,0.0,5.0,1.0,2.0,,,HSE Dublin and Midlands
17366,10/04/2024,CHI at Temple Street,5.0,,5.0,4.0,6.0,,,HSE Dublin and Midlands
17367,10/04/2024,MRH Mullingar,4.0,0.0,4.0,12.0,2.0,,,HSE Dublin and Midlands
17368,10/04/2024,MRH Portlaoise,1.0,0.0,1.0,0.0,5.0,,,HSE Dublin and Midlands
17369,10/04/2024,MRH Tullamore,0.0,0.0,0.0,10.0,6.0,,,HSE Dublin and Midlands
17370,10/04/2024,Naas General Hospital,17.0,3.0,20.0,14.0,16.0,4.0,4,HSE Dublin and Midlands
17371,10/04/2024,St. James's Hospital,29.0,0.0,29.0,43.0,21.0,7.0,1,HSE Dublin and Midlands
17372,10/04/2024,St. Luke's Radiation Oncology Network,,,,,0.0,,,HSE Dublin and Midlands
17373,10/04/2024,Tallaght University Hospital,19.0,8.0,27.0,22.0,13.0,10.0,,HSE Dublin and Midlands
17375,10/04/2024,National Rehabilitation Hospital,,,,,10.0,,,HSE Dublin and South East
17376,10/04/2024,St. Columcille's Hospital,,,,,6.0,,,HSE Dublin and South East
17377,10/04/2024,St Luke's General Hospital Kilkenny,7.0,6.0,13.0,41.0,12.0,2.0,1,HSE Dublin and South East
17378,10/04/2024,St. Michael's Hospital,,,,,5.0,,,HSE Dublin and South East
17379,10/04/2024,St. Vincent's University Hospital,15.0,0.0,15.0,50.0,19.0,1.0,1,HSE Dublin and South East
17380,10/04/2024,Tipperary University Hospital,14.0,0.0,14.0,10.0,10.0,7.0,,HSE Dublin and South East
17381,10/04/2024,UH Waterford,0.0,0.0,0.0,0.0,20.0,,,HSE Dublin and South East
17382,10/04/2024,Wexford General Hospital,8.0,8.0,16.0,25.0,10.0,4.0,,HSE Dublin and South East
17384,10/04/2024,Bantry General Hospital,,,,,7.0,,,HSE South West
17385,10/04/2024,Cork University Hospital,21.0,10.0,31.0,22.0,25.0,5.0,,HSE South West
17386,10/04/2024,Mallow General Hospital,,,,,1.0,,,HSE South West
17387,10/04/2024,Mercy University Hospital,10.0,0.0,10.0,8.0,6.0,3.0,1,HSE South West
17388,10/04/2024,South Infirmary Victoria University Hospital,,,,,3.0,,,HSE South West
17389,10/04/2024,UH Kerry,17.0,0.0,17.0,14.0,20.0,8.0,1,HSE South West
17391,10/04/2024,Ennis Hospital,,,,,1.0,,,HSE Mid West
17392,10/04/2024,Nenagh Hospital,,,,,2.0,,,HSE Mid West
17393,10/04/2024,St. John's Hospital Limerick,,,,,4.0,,,HSE Mid West
17394,10/04/2024,UH Limerick,14.0,37.0,51.0,24.0,11.0,12.0,,HSE Mid West
17396,10/04/2024,Galway University Hospital,34.0,18.0,52.0,21.0,32.0,13.0,,HSE West and North West
17397,10/04/2024,Letterkenny University Hospital,13.0,6.0,19.0,17.0,19.0,1.0,,HSE West and North West
17398,10/04/2024,Mayo University Hospital,5.0,13.0,18.0,4.0,7.0,8.0,,HSE West and North West
17399,10/04/2024,Portiuncula University Hospital,2.0,0.0,2.0,4.0,6.0,,,HSE West and North West
17400,10/04/2024,Roscommon University Hospital,,,,,3.0,,,HSE West and North West
17401,10/04/2024,Sligo University Hospital,2.0,12.0,14.0,12.0,26.0,6.0,,HSE West and North West
17404,11/04/2024,Beaumont Hospital,0.0,0.0,0.0,0.0,10.0,,,HSE Dublin and North East
17405,11/04/2024,Cavan General Hospital,8.0,0.0,8.0,4.0,2.0,,,HSE Dublin and North East
17406,11/04/2024,Connolly Hospital,7.0,0.0,7.0,10.0,6.0,,,HSE Dublin and North East
17407,11/04/2024,Louth County Hospital,,,,,0.0,,,HSE Dublin and North East
17408,11/04/2024,Mater Misericordiae University Hospital,23.0,0.0,23.0,9.0,15.0,4.0,3,HSE Dublin and North East
17409,11/04/2024,National Orthopaedic Hospital Cappagh,,,,,2.0,,,HSE Dublin and North East
17410,11/04/2024,Our Lady of Lourdes Hospital,5.0,0.0,5.0,19.0,0.0,,,HSE Dublin and North East
17411,11/04/2024,Our Lady's Hospital Navan,3.0,0.0,3.0,11.0,2.0,,,HSE Dublin and North East
17413,11/04/2024,CHI at Crumlin,2.0,,2.0,,3.0,,,HSE Dublin and Midlands
17414,11/04/2024,CHI at Tallaght,0.0,0.0,0.0,,2.0,,,HSE Dublin and Midlands
17415,11/04/2024,CHI at Temple Street,5.0,,5.0,6.0,6.0,,,HSE Dublin and Midlands
17416,11/04/2024,MRH Mullingar,1.0,0.0,1.0,7.0,1.0,,,HSE Dublin and Midlands
17417,11/04/2024,MRH Portlaoise,3.0,0.0,3.0,0.0,4.0,,,HSE Dublin and Midlands
17418,11/04/2024,MRH Tullamore,0.0,0.0,0.0,15.0,6.0,,,HSE Dublin and Midlands
17419,11/04/2024,Naas General Hospital,12.0,3.0,15.0,10.0,15.0,4.0,1,HSE Dublin and Midlands
17420,11/04/2024,St. James's Hospital,11.0,0.0,11.0,42.0,22.0,,,HSE Dublin and Midlands
17421,11/04/2024,St. Luke's Radiation Oncology Network,,,,,0.0,,,HSE Dublin and Midlands
17422,11/04/2024,Tallaght University Hospital,19.0,7.0,26.0,21.0,16.0,4.0,1,HSE Dublin and Midlands
17424,11/04/2024,National Rehabilitation Hospital,,,,,9.0,,,HSE Dublin and South East
17425,11/04/2024,St. Columcille's Hospital,,,,,3.0,,,HSE Dublin and South East
17426,11/04/2024,St Luke's General Hospital Kilkenny,1.0,0.0,1.0,35.0,13.0,,,HSE Dublin and South East
17427,11/04/2024,St. Michael's Hospital,,,,,5.0,,,HSE Dublin and South East
17428,11/04/2024,St. Vincent's University Hospital,15.0,0.0,15.0,50.0,19.0,1.0,1,HSE Dublin and South East
17429,11/04/2024,Tipperary University Hospital,2.0,0.0,2.0,7.0,14.0,1.0,,HSE Dublin and South East
17430,11/04/2024,UH Waterford,0.0,0.0,0.0,0.0,19.0,,,HSE Dublin and South East
17431,11/04/2024,Wexford General Hospital,3.0,7.0,10.0,28.0,9.0,4.0,,HSE Dublin and South East
17433,11/04/2024,Bantry General Hospital,,,,,7.0,,,HSE South West
17434,11/04/2024,Cork University Hospital,28.0,8.0,36.0,25.0,27.0,7.0,4,HSE South West
17435,11/04/2024,Mallow General Hospital,,,,,1.0,,,HSE South West
17436,11/04/2024,Mercy University Hospital,15.0,0.0,15.0,8.0,4.0,,,HSE South West
17437,11/04/2024,South Infirmary Victoria University Hospital,,,,,3.0,,,HSE South West
17438,11/04/2024,UH Kerry,14.0,0.0,14.0,10.0,22.0,3.0,,HSE South West
17440,11/04/2024,Ennis Hospital,,,,,4.0,,,HSE Mid West
17441,11/04/2024,Nenagh Hospital,,,,,2.0,,,HSE Mid West
17442,11/04/2024,St. John's Hospital Limerick,,,,,4.0,,,HSE Mid West
17443,11/04/2024,UH Limerick,11.0,27.0,38.0,48.0,11.0,5.0,2,HSE Mid West
17445,11/04/2024,Galway University Hospital,32.0,17.0,49.0,22.0,28.0,16.0,,HSE West and North West
17446,11/04/2024,Letterkenny University Hospital,13.0,8.0,21.0,19.0,19.0,2.0,,HSE West and North West
17447,11/04/2024,Mayo University Hospital,4.0,14.0,18.0,6.0,8.0,10.0,,HSE West and North West
17448,11/04/2024,Portiuncula University Hospital,5.0,0.0,5.0,3.0,7.0,,,HSE West and North West
17449,11/04/2024,Roscommon University Hospital,,,,,3.0,,,HSE West and North West
17450,11/04/2024,Sligo University Hospital,2.0,12.0,14.0,12.0,24.0,7.0,,HSE West and North West
17453,12/04/2024,Beaumont Hospital,6.0,0.0,6.0,0.0,11.0,,,HSE Dublin and North East
17454,12/04/2024,Cavan General Hospital,1.0,0.0,1.0,8.0,2.0,,,HSE Dublin and North East
17455,12/04/2024,Connolly Hospital,8.0,0.0,8.0,11.0,6.0,,,HSE Dublin and North East
17456,12/04/2024,Louth County Hospital,,,,,0.0,,,HSE Dublin and North East
17457,12/04/2024,Mater Misericordiae University Hospital,13.0,0.0,13.0,7.0,15.0,,,HSE Dublin and North East
17458,12/04/2024,National Orthopaedic Hospital Cappagh,,,,,2.0,,,HSE Dublin and North East
17459,12/04/2024,Our Lady of Lourdes Hospital,4.0,0.0,4.0,21.0,0.0,,,HSE Dublin and North East
17460,12/04/2024,Our Lady's Hospital Navan,0.0,0.0,0.0,10.0,3.0,,,HSE Dublin and North East
17462,12/04/2024,CHI at Crumlin,0.0,,0.0,0.0,3.0,,,HSE Dublin and Midlands
17463,12/04/2024,CHI at Tallaght,2.0,0.0,2.0,0.0,2.0,,,HSE Dublin and Midlands
17464,12/04/2024,CHI at Temple Street,6.0,,6.0,8.0,6.0,,,HSE Dublin and Midlands
17465,12/04/2024,MRH Mullingar,4.0,0.0,4.0,0.0,0.0,,,HSE Dublin and Midlands
17466,12/04/2024,MRH Portlaoise,2.0,0.0,2.0,0.0,8.0,,,HSE Dublin and Midlands
17467,12/04/2024,MRH Tullamore,0.0,0.0,0.0,15.0,6.0,,,HSE Dublin and Midlands
17468,12/04/2024,Naas General Hospital,14.0,3.0,17.0,10.0,11.0,1.0,,HSE Dublin and Midlands
17469,12/04/2024,St. James's Hospital,19.0,0.0,19.0,33.0,22.0,,,HSE Dublin and Midlands
17470,12/04/2024,St. Luke's Radiation Oncology Network,,,,,0.0,,,HSE Dublin and Midlands
17471,12/04/2024,Tallaght University Hospital,18.0,4.0,22.0,19.0,18.0,5.0,,HSE Dublin and Midlands
17473,12/04/2024,National Rehabilitation Hospital,,,,,8.0,,,HSE Dublin and South East
17474,12/04/2024,St. Columcille's Hospital,,,,,3.0,,,HSE Dublin and South East
17475,12/04/2024,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,30.0,13.0,,,HSE Dublin and South East
17476,12/04/2024,St. Michael's Hospital,,,,,5.0,,,HSE Dublin and South East
17477,12/04/2024,St. Vincent's University Hospital,16.0,0.0,16.0,60.0,18.0,1.0,,HSE Dublin and South East
17478,12/04/2024,Tipperary University Hospital,2.0,0.0,2.0,7.0,14.0,1.0,,HSE Dublin and South East
17479,12/04/2024,UH Waterford,0.0,0.0,0.0,6.0,18.0,,,HSE Dublin and South East
17480,12/04/2024,Wexford General Hospital,6.0,7.0,13.0,24.0,7.0,,,HSE Dublin and South East
17482,12/04/2024,Bantry General Hospital,,,,,7.0,,,HSE South West
17483,12/04/2024,Cork University Hospital,27.0,7.0,34.0,27.0,31.0,3.0,,HSE South West
17484,12/04/2024,Mallow General Hospital,,,,,1.0,,,HSE South West
17485,12/04/2024,Mercy University Hospital,16.0,0.0,16.0,6.0,7.0,3.0,,HSE South West
17486,12/04/2024,South Infirmary Victoria University Hospital,,,,,3.0,,,HSE South West
17487,12/04/2024,UH Kerry,7.0,0.0,7.0,14.0,19.0,1.0,,HSE South West
17489,12/04/2024,Ennis Hospital,,,,,4.0,,,HSE Mid West
17490,12/04/2024,Nenagh Hospital,,,,,2.0,,,HSE Mid West
17491,12/04/2024,St. John's Hospital Limerick,,,,,4.0,,,HSE Mid West
17492,12/04/2024,UH Limerick,14.0,33.0,47.0,37.0,10.0,5.0,2,HSE Mid West
17494,12/04/2024,Galway University Hospital,35.0,11.0,46.0,22.0,32.0,13.0,1,HSE West and North West
17495,12/04/2024,Letterkenny University Hospital,9.0,10.0,19.0,19.0,18.0,6.0,,HSE West and North West
17496,12/04/2024,Mayo University Hospital,5.0,10.0,15.0,4.0,11.0,4.0,,HSE West and North West
17497,12/04/2024,Portiuncula University Hospital,4.0,0.0,4.0,4.0,8.0,1.0,,HSE West and North West
17498,12/04/2024,Roscommon University Hospital,,,,,7.0,,,HSE West and North West
17499,12/04/2024,Sligo University Hospital,2.0,12.0,14.0,12.0,26.0,4.0,,HSE West and North West
17502,13/04/2024,Beaumont Hospital,0.0,0.0,0.0,0.0,11.0,,,HSE Dublin and North East
17503,13/04/2024,Cavan General Hospital,1.0,0.0,1.0,8.0,2.0,,,HSE Dublin and North East
17504,13/04/2024,Connolly Hospital,0.0,0.0,0.0,5.0,6.0,,,HSE Dublin and North East
17505,13/04/2024,Louth County Hospital,,,,,0.0,,,HSE Dublin and North East
17506,13/04/2024,Mater Misericordiae University Hospital,9.0,0.0,9.0,10.0,19.0,,,HSE Dublin and North East
17507,13/04/2024,National Orthopaedic Hospital Cappagh,,,,,2.0,,,HSE Dublin and North East
17508,13/04/2024,Our Lady of Lourdes Hospital,0.0,0.0,0.0,10.0,0.0,,,HSE Dublin and North East
17509,13/04/2024,Our Lady's Hospital Navan,0.0,0.0,0.0,5.0,3.0,,,HSE Dublin and North East
17511,13/04/2024,CHI at Crumlin,3.0,,3.0,,3.0,,,HSE Dublin and Midlands
17512,13/04/2024,CHI at Tallaght,1.0,0.0,1.0,,2.0,,,HSE Dublin and Midlands
17513,13/04/2024,CHI at Temple Street,3.0,,3.0,7.0,6.0,,,HSE Dublin and Midlands
17514,13/04/2024,MRH Mullingar,1.0,0.0,1.0,4.0,0.0,,,HSE Dublin and Midlands
17515,13/04/2024,MRH Portlaoise,6.0,0.0,6.0,6.0,7.0,,,HSE Dublin and Midlands
17516,13/04/2024,MRH Tullamore,0.0,0.0,0.0,12.0,6.0,,,HSE Dublin and Midlands
17517,13/04/2024,Naas General Hospital,17.0,3.0,20.0,5.0,10.0,1.0,,HSE Dublin and Midlands
17518,13/04/2024,St. James's Hospital,3.0,0.0,3.0,19.0,21.0,,,HSE Dublin and Midlands
17519,13/04/2024,St. Luke's Radiation Oncology Network,,,,,0.0,,,HSE Dublin and Midlands
17520,13/04/2024,Tallaght University Hospital,8.0,0.0,8.0,22.0,17.0,,,HSE Dublin and Midlands
17522,13/04/2024,National Rehabilitation Hospital,,,,,10.0,,,HSE Dublin and South East
17523,13/04/2024,St. Columcille's Hospital,,,,,3.0,,,HSE Dublin and South East
17524,13/04/2024,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,0.0,14.0,,,HSE Dublin and South East
17525,13/04/2024,St. Michael's Hospital,,,,,5.0,,,HSE Dublin and South East
17526,13/04/2024,St. Vincent's University Hospital,16.0,0.0,16.0,50.0,17.0,1.0,1,HSE Dublin and South East
17527,13/04/2024,Tipperary University Hospital,0.0,0.0,0.0,2.0,11.0,,,HSE Dublin and South East
17528,13/04/2024,UH Waterford,0.0,0.0,0.0,0.0,13.0,,,HSE Dublin and South East
17529,13/04/2024,Wexford General Hospital,6.0,3.0,9.0,23.0,7.0,1.0,,HSE Dublin and South East
17531,13/04/2024,Bantry General Hospital,,,,,6.0,,,HSE South West
17532,13/04/2024,Cork University Hospital,5.0,0.0,5.0,10.0,33.0,,,HSE South West
17533,13/04/2024,Mallow General Hospital,,,,,1.0,,,HSE South West
17534,13/04/2024,Mercy University Hospital,6.0,0.0,6.0,6.0,10.0,1.0,,HSE South West
17535,13/04/2024,South Infirmary Victoria University Hospital,,,,,4.0,,,HSE South West
17536,13/04/2024,UH Kerry,9.0,0.0,9.0,12.0,21.0,1.0,,HSE South West
17538,13/04/2024,Ennis Hospital,,,,,4.0,,,HSE Mid West
17539,13/04/2024,Nenagh Hospital,,,,,2.0,,,HSE Mid West
17540,13/04/2024,St. John's Hospital Limerick,,,,,4.0,,,HSE Mid West
17541,13/04/2024,UH Limerick,7.0,35.0,42.0,25.0,8.0,5.0,5,HSE Mid West
17543,13/04/2024,Galway University Hospital,14.0,9.0,23.0,22.0,31.0,4.0,,HSE West and North West
17544,13/04/2024,Letterkenny University Hospital,2.0,2.0,4.0,8.0,15.0,2.0,,HSE West and North West
17545,13/04/2024,Mayo University Hospital,8.0,9.0,17.0,0.0,11.0,5.0,,HSE West and North West
17546,13/04/2024,Portiuncula University Hospital,0.0,0.0,0.0,0.0,6.0,,,HSE West and North West
17547,13/04/2024,Roscommon University Hospital,,,,,6.0,,,HSE West and North West
17548,13/04/2024,Sligo University Hospital,3.0,3.0,6.0,7.0,23.0,1.0,,HSE West and North West
17551,14/04/2024,Beaumont Hospital,6.0,0.0,6.0,8.0,11.0,,,HSE Dublin and North East
17552,14/04/2024,Cavan General Hospital,15.0,0.0,15.0,13.0,2.0,,,HSE Dublin and North East
17553,14/04/2024,Connolly Hospital,1.0,0.0,1.0,7.0,6.0,,,HSE Dublin and North East
17554,14/04/2024,Louth County Hospital,,,,,0.0,,,HSE Dublin and North East
17555,14/04/2024,Mater Misericordiae University Hospital,5.0,0.0,5.0,9.0,19.0,,,HSE Dublin and North East
17556,14/04/2024,National Orthopaedic Hospital Cappagh,,,,,2.0,,,HSE Dublin and North East
17557,14/04/2024,Our Lady of Lourdes Hospital,14.0,,14.0,21.0,0.0,,,HSE Dublin and North East
17558,14/04/2024,Our Lady's Hospital Navan,4.0,0.0,4.0,12.0,3.0,,,HSE Dublin and North East
17560,14/04/2024,CHI at Crumlin,0.0,,0.0,,3.0,,,HSE Dublin and Midlands
17561,14/04/2024,CHI at Tallaght,0.0,0.0,0.0,,2.0,,,HSE Dublin and Midlands
17562,14/04/2024,CHI at Temple Street,2.0,,2.0,7.0,6.0,,,HSE Dublin and Midlands
17563,14/04/2024,MRH Mullingar,2.0,0.0,2.0,7.0,0.0,,,HSE Dublin and Midlands
17564,14/04/2024,MRH Portlaoise,3.0,0.0,3.0,9.0,7.0,,,HSE Dublin and Midlands
17565,14/04/2024,MRH Tullamore,0.0,0.0,0.0,15.0,6.0,,,HSE Dublin and Midlands
17566,14/04/2024,Naas General Hospital,21.0,3.0,24.0,11.0,10.0,6.0,1,HSE Dublin and Midlands
17567,14/04/2024,St. James's Hospital,2.0,0.0,2.0,19.0,21.0,,,HSE Dublin and Midlands
17568,14/04/2024,St. Luke's Radiation Oncology Network,,,,,0.0,,,HSE Dublin and Midlands
17569,14/04/2024,Tallaght University Hospital,11.0,0.0,11.0,15.0,17.0,1.0,,HSE Dublin and Midlands
17571,14/04/2024,National Rehabilitation Hospital,,,,,10.0,,,HSE Dublin and South East
17572,14/04/2024,St. Columcille's Hospital,,,,,3.0,,,HSE Dublin and South East
17573,14/04/2024,St Luke's General Hospital Kilkenny,4.0,2.0,6.0,13.0,14.0,,,HSE Dublin and South East
17574,14/04/2024,St. Michael's Hospital,,,,,5.0,,,HSE Dublin and South East
17575,14/04/2024,St. Vincent's University Hospital,22.0,0.0,22.0,50.0,17.0,3.0,2,HSE Dublin and South East
17576,14/04/2024,Tipperary University Hospital,4.0,0.0,4.0,1.0,11.0,,,HSE Dublin and South East
17577,14/04/2024,UH Waterford,0.0,0.0,0.0,0.0,13.0,,,HSE Dublin and South East
17578,14/04/2024,Wexford General Hospital,5.0,4.0,9.0,24.0,7.0,,,HSE Dublin and South East
17580,14/04/2024,Bantry General Hospital,,,,,6.0,,,HSE South West
17581,14/04/2024,Cork University Hospital,6.0,0.0,6.0,17.0,33.0,,,HSE South West
17582,14/04/2024,Mallow General Hospital,,,,,1.0,,,HSE South West
17583,14/04/2024,Mercy University Hospital,0.0,0.0,0.0,6.0,10.0,,,HSE South West
17584,14/04/2024,South Infirmary Victoria University Hospital,,,,,4.0,,,HSE South West
17585,14/04/2024,UH Kerry,14.0,0.0,14.0,13.0,23.0,1.0,1,HSE South West
17587,14/04/2024,Ennis Hospital,,,,,4.0,,,HSE Mid West
17588,14/04/2024,Nenagh Hospital,,,,,2.0,,,HSE Mid West
17589,14/04/2024,St. John's Hospital Limerick,,,,,4.0,,,HSE Mid West
17590,14/04/2024,UH Limerick,18.0,42.0,60.0,42.0,8.0,18.0,10,HSE Mid West
17592,14/04/2024,Galway University Hospital,16.0,9.0,25.0,22.0,31.0,10.0,2,HSE West and North West
17593,14/04/2024,Letterkenny University Hospital,8.0,5.0,13.0,12.0,15.0,1.0,,HSE West and North West
17594,14/04/2024,Mayo University Hospital,7.0,15.0,22.0,8.0,11.0,15.0,,HSE West and North West
17595,14/04/2024,Portiuncula University Hospital,4.0,0.0,4.0,6.0,6.0,,,HSE West and North West
17596,14/04/2024,Roscommon University Hospital,,,,,6.0,,,HSE West and North West
17597,14/04/2024,Sligo University Hospital,1.0,4.0,5.0,10.0,23.0,2.0,,HSE West and North West
17600,15/04/2024,Beaumont Hospital,30.0,0.0,30.0,9.0,11.0,,,HSE Dublin and North East
17601,15/04/2024,Cavan General Hospital,10.0,0.0,10.0,4.0,2.0,,,HSE Dublin and North East
17602,15/04/2024,Connolly Hospital,9.0,0.0,9.0,10.0,6.0,,,HSE Dublin and North East
17603,15/04/2024,Louth County Hospital,,,,,0.0,,,HSE Dublin and North East
17604,15/04/2024,Mater Misericordiae University Hospital,11.0,0.0,11.0,14.0,19.0,,,HSE Dublin and North East
17605,15/04/2024,National Orthopaedic Hospital Cappagh,,,,,2.0,,,HSE Dublin and North East
17606,15/04/2024,Our Lady of Lourdes Hospital,22.0,0.0,22.0,23.0,0.0,5.0,1,HSE Dublin and North East
17607,15/04/2024,Our Lady's Hospital Navan,8.0,0.0,8.0,17.0,3.0,,,HSE Dublin and North East
17609,15/04/2024,CHI at Crumlin,3.0,0.0,3.0,,3.0,,,HSE Dublin and Midlands
17610,15/04/2024,CHI at Tallaght,5.0,0.0,5.0,,2.0,,,HSE Dublin and Midlands
17611,15/04/2024,CHI at Temple Street,9.0,,9.0,8.0,6.0,1.0,,HSE Dublin and Midlands
17612,15/04/2024,MRH Mullingar,2.0,0.0,2.0,15.0,0.0,,,HSE Dublin and Midlands
17613,15/04/2024,MRH Portlaoise,3.0,0.0,3.0,8.0,7.0,,,HSE Dublin and Midlands
17614,15/04/2024,MRH Tullamore,0.0,0.0,0.0,14.0,6.0,,,HSE Dublin and Midlands
